"title","audience_score","type","genre","runtime","year","mpaa_rating","imdb_num_votes","critics_score","critics_rating","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","audience_rating","director","actor1","actor2","actor3","actor4","actor5","rt_url","imdb_url","imdb_id"
"Camp Rock",76,"TV Movie","Other",94,2008,"G",15639,20,"Rotten","no","no","no","no","no","Upright","Matthew Diamond","Demi Lovato","Joe Jonas","Paul Kevin Jonas","Nick Jonas","Maria Canals-Barrera","http://www.rottentomatoes.com/m/camp_rock/","http://www.imdb.com/title/tt1055366/","1055366"
"Stanley Kubrick: A Life in Pictures",89,"Documentary","Other",142,2001,"Unrated",7349,85,"Fresh","no","no","yes","no","no","Upright","Jan Harlan","Steven Spielberg","Jack Nicholson","Alan Parker","Paul Mazursky","Malcolm McDowell","http://www.rottentomatoes.com/m/stanley_kubrick_a_life_in_pictures/","http://www.imdb.com/title/tt0278736/","278736"
"Return of the Killer Tomatoes!",48,"Feature Film","Horror",98,1988,"PG",4895,0,"Rotten","no","no","no","no","no","Spilled","John De Bello","John Astin","Anthony Starke","George Clooney","Steve Lundquist","Karen Mistal","http://www.rottentomatoes.com/m/return_of_the_killer_tomatoes_the_sequel/","http://www.imdb.com/title/tt0095989/","95989"
"True Romance",93,"Feature Film","Drama",120,1993,"R",139115,92,"Certified Fresh","no","no","no","no","no","Upright","Tony Scott","Christian Slater","Patricia Arquette","Dennis Hopper","Val Kilmer","Gary Oldman","http://www.rottentomatoes.com/m/true_romance/","http://www.imdb.com/title/tt0108399/","108399"
"Husbands",82,"Feature Film","Drama",131,1970,"PG-13",2862,71,"Fresh","no","no","no","no","no","Upright","John Cassavetes","Peter Falk","Ben Gazzara","Jenny Runacre","Jenny Lee Wright","Jenny Wright","http://www.rottentomatoes.com/m/husbands/","http://www.imdb.com/title/tt0065867/","65867"
"The Matrix Revolutions",61,"Feature Film","Mystery & Suspense",129,2003,"R",311465,36,"Rotten","no","no","no","no","no","Upright","The Wachowski Brothers","Daniel Bernhardt","Collin Chow","Keanu Reeves","Laurence Fishburne","Carrie-Anne Moss","http://www.rottentomatoes.com/m/matrix_revolutions/","http://www.imdb.com/title/tt0242653/","242653"
"Deep Impact",43,"Feature Film","Drama",120,1998,"PG-13",120290,47,"Rotten","no","no","yes","no","no","Spilled","Mimi Leder","Robert Duvall","Tea Leoni","Elijah Wood","Vanessa Redgrave","Maximilian Schell","http://www.rottentomatoes.com/m/deep_impact/","http://www.imdb.com/title/tt0120647/","120647"
"Things Change",79,"Feature Film","Drama",100,1988,"PG",2291,82,"Fresh","no","no","no","no","no","Upright","David Mamet","Don Ameche","Joe Mantegna","Robert Prosky","J.J. Johnston","Ricky Jay","http://www.rottentomatoes.com/m/things_change/","http://www.imdb.com/title/tt0096259/","96259"
"Oliver & Company",63,"Feature Film","Other",74,1988,"G",26215,43,"Rotten","no","no","no","no","no","Upright","George Scribner","Joey Lawrence","Billy Joel","Cheech Marin","Bette Midler","Dom DeLuise","http://www.rottentomatoes.com/m/oliver_and_company/","http://www.imdb.com/title/tt0095776/","95776"
"Stay Cool",24,"Feature Film","Comedy",94,2009,"PG-13",2536,17,"Rotten","no","no","no","no","no","Spilled","Ted Smith","Mark Polish","Winona Ryder","Hilary Duff","Sean Astin","Josh Holloway","http://www.rottentomatoes.com/m/stay_cool/","http://www.imdb.com/title/tt1235807/","1235807"
"Ernest Goes to Camp",51,"Feature Film","Comedy",92,1987,"PG",8189,62,"Fresh","no","no","no","no","no","Spilled","John R. Cherry III","Jim Varney","Victoria Racimo","Iron Eyes Cody","Lyle Alzado","John Vernon","http://www.rottentomatoes.com/m/ernest_goes_to_camp/","http://www.imdb.com/title/tt0092974/","92974"
"Aces: Iron Eagle III",25,"Feature Film","Drama",98,1992,"R",2142,0,"Rotten","no","no","no","no","no","Spilled","John Glenn","Louis Gossett Jr","Rachel McLish","Paul Freeman","Horst Buchholz","Christopher Cazenove","http://www.rottentomatoes.com/m/iron_eagle_3_aces/","http://www.imdb.com/title/tt0103617/","103617"
"To Be or Not to Be",77,"Feature Film","Drama",107,1983,"PG",7005,63,"Fresh","no","no","no","yes","no","Upright","Alan Johnson","Mel Brooks","Anne Bancroft","Charles Durning","Tim Matheson","Christopher Lloyd","http://www.rottentomatoes.com/m/1021558-to_be_or_not_to_be/","http://www.imdb.com/title/tt0086450/","86450"
"Diary of a Wimpy Kid: Rodrick Rules",62,"Feature Film","Drama",99,2011,"PG",15233,48,"Rotten","no","no","no","no","no","Upright","David Bowers","Zachary Gordon","Devon Bostick","Rachael Harris","Robert Capron","Steve Zahn","http://www.rottentomatoes.com/m/diary_of_a_wimpy_kid_2_rodrick_rules/","http://www.imdb.com/title/tt1650043/","1650043"
"DuckTales the Movie: Treasure of the Lost Lamp",69,"Feature Film","Action & Adventure",74,1990,"G",19001,88,"Fresh","no","no","no","no","no","Upright","Paul Brizzi","Russie Taylor","Rip Taylor","Terry McGovern","Frank Welker","Alan Young","http://www.rottentomatoes.com/m/ducktales-the-movie/","http://www.imdb.com/title/tt0099472/","99472"
"Close Your Eyes",35,"Feature Film","Mystery & Suspense",108,2002,"R",2562,46,"Rotten","no","no","no","no","no","Spilled","Nick Willing","Goran Visnjic","Shirley Henderson","Miranda Otto","Paddy Considine","Claire Rushbrook","http://www.rottentomatoes.com/m/close-your-eyes/","http://www.imdb.com/title/tt0286594/","286594"
"Vampires",48,"Feature Film","Horror",108,1998,"R",37548,36,"Rotten","no","no","no","no","no","Spilled","John Carpenter","James Woods","Daniel Baldwin","Sheryl Lee","Thomas Ian Griffith","Tim Guinee","http://www.rottentomatoes.com/m/1083910-vampires/","http://www.imdb.com/title/tt0120877/","120877"
"Twilight",31,"Feature Film","Mystery & Suspense",94,1998,"R",7488,59,"Rotten","no","no","yes","yes","yes","Spilled","Robert Benton","Cora Witherspoon","Paul Newman","Susan Sarandon","Gene Hackman","Reese Witherspoon","http://www.rottentomatoes.com/m/1082855-twilight/","http://www.imdb.com/title/tt0119594/","119594"
"Cyborg",31,"Feature Film","Action & Adventure",86,1989,"R",20442,14,"Rotten","no","no","no","no","no","Spilled","Ablert Pyun","Jean-Claude Van Damme","Deborah Richter","Vincent Klyn","Alex Daniels","Dayle Haddon","http://www.rottentomatoes.com/m/cyborg/","http://www.imdb.com/title/tt0097138/","97138"
"Revolution",32,"Feature Film","Drama",126,1985,"PG-13",4397,8,"Rotten","no","no","yes","no","no","Spilled","Hugh Hudson","Al Pacino","Donald Sutherland","Nastassja Kinski","Joan Plowright","Dave King","http://www.rottentomatoes.com/m/1028715-revolution/","http://www.imdb.com/title/tt0089913/","89913"
"The Sicilian",44,"Feature Film","Drama",115,1987,"R",3144,13,"Rotten","no","no","no","no","yes","Spilled","Michael Cimino","Christopher Lambert","Joss Ackland","Terence Stamp","John Turturro","Barbara Sukowa","http://www.rottentomatoes.com/m/sicilian/","http://www.imdb.com/title/tt0093966/","93966"
"The Spirit",25,"Feature Film","Drama",103,2008,"PG-13",49963,14,"Rotten","no","no","no","no","no","Spilled","Frank Miller (II)","Gabriel Macht","Samuel L. Jackson","Scarlett Johansson","Eva Mendes","Sarah Paulson","http://www.rottentomatoes.com/m/the_spirit/","http://www.imdb.com/title/tt0831887/","831887"
"Reservoir Dogs",94,"Feature Film","Drama",99,1992,"R",501794,92,"Certified Fresh","no","no","no","no","no","Upright","Quentin Tarantino","Christopher Penn","Chris Penn","Tim Roth","Michael Madsen","Steve Buscemi","http://www.rottentomatoes.com/m/reservoir_dogs/","http://www.imdb.com/title/tt0105236/","105236"
"Murder on the Orient Express",79,"Feature Film","Mystery & Suspense",128,1974,"PG",31007,100,"Fresh","no","no","no","yes","no","Upright","Sidney Lumet","Albert Finney","Lauren Bacall","Ingrid Bergman","Sean Connery","Martin Balsam","http://www.rottentomatoes.com/m/murder_on_the_orient_express/","http://www.imdb.com/title/tt0071877/","71877"
"It Takes Two",59,"Feature Film","Drama",101,1995,"PG",12879,8,"Rotten","no","no","no","no","no","Spilled","Andrew Tennant","Kirstie Alley","Steve Guttenberg","Mary-Kate Olsen","Ashley Olsen","Philip Bosco","http://www.rottentomatoes.com/m/1067137-it_takes_two/","http://www.imdb.com/title/tt0113442/","113442"
"The Wings of the Dove",78,"Feature Film","Drama",102,1997,"R",7847,86,"Fresh","no","no","no","no","no","Upright","Iain Softley","Helena Bonham Carter","Linus Roache","Alison Elliott","Charlotte Rampling","Elizabeth McGovern","http://www.rottentomatoes.com/m/wings_of_the_dove/","http://www.imdb.com/title/tt0120520/","120520"
"Predator",87,"Feature Film","Action & Adventure",107,1987,"R",242936,78,"Certified Fresh","no","no","no","no","no","Upright","Shane Black","Arnold Schwarzenegger","Carl Weathers","Elpidia Carrillo","Bill Duke","Jesse Ventura","http://www.rottentomatoes.com/m/predator/","http://www.imdb.com/title/tt0093773/","93773"
"Basic Instinct 2",26,"Feature Film","Drama",114,2006,"R",27374,7,"Rotten","no","no","no","no","no","Spilled","Michael Caton-Jones","Sharon Stone","David Morrissey","Charlotte Rampling","David Thewlis","Hugh Dancy","http://www.rottentomatoes.com/m/basic_instinct_2/","http://www.imdb.com/title/tt0430912/","430912"
"Cadillac Man",31,"Feature Film","Drama",97,1990,"R",9539,55,"Rotten","no","no","no","no","no","Spilled","Roger Donaldson","Robin Williams","Tim Robbins","Pamela Reed","Fran Drescher","Zack Norman","http://www.rottentomatoes.com/m/cadillac_man/","http://www.imdb.com/title/tt0099204/","99204"
"Secret Admirer",65,"Feature Film","Comedy",90,1985,"R",3866,33,"Rotten","no","no","no","no","no","Upright","David Greenwalt","C. Thomas Howell","Lori Loughlin","Kelly Preston","Dee Wallace Stone","Fred Ward","http://www.rottentomatoes.com/m/secret_admirer/","http://www.imdb.com/title/tt0089981/","89981"
"This Means War",57,"Feature Film","Action & Adventure",103,2012,"PG-13",120802,26,"Rotten","no","no","no","yes","no","Spilled","McG","Reese Witherspoon","Chris Pine","Tom Hardy","Til Schweiger","Chelsea Handler","http://www.rottentomatoes.com/m/this_means_war/","http://www.imdb.com/title/tt1596350/","1596350"
"Roommates",57,"Feature Film","Comedy",108,1995,"PG",1362,29,"Rotten","no","no","no","no","no","Spilled","Peter Yates","Peter Falk","D.B. Sweeney","Julianne Moore","Jan Rubes","Frankie Faison","http://www.rottentomatoes.com/m/roommates/","http://www.imdb.com/title/tt0114296/","114296"
"He's Just Not That Into You",60,"Feature Film","Drama",129,2009,"PG-13",112091,40,"Rotten","no","no","no","no","no","Upright","Ken Kwapis","Ben Affleck","Jennifer Aniston","Drew Barrymore","Jennifer Connelly","Kevin Connolly","http://www.rottentomatoes.com/m/hes_just_not_that_into_you/","http://www.imdb.com/title/tt1001508/","1001508"
"Mostly Martha",89,"Feature Film","Drama",109,2001,"PG",6158,92,"Certified Fresh","no","no","no","no","no","Upright","Sandra Nettlebeck","Martina Gedeck","Maxime Foerste","Sergio Castellitto","August Zirner","Sibylle Canonica","http://www.rottentomatoes.com/m/mostly_martha/","http://www.imdb.com/title/tt0246772/","246772"
"Everything Is Illuminated",89,"Feature Film","Drama",106,2005,"PG-13",45963,66,"Fresh","no","no","no","no","no","Upright","Liev Schrieber","Jan Pavel Filipensky","Elijah Wood","Eugene Hutz","Laryssa Lauret","Oleksandr Choroshko","http://www.rottentomatoes.com/m/everything_is_illuminated/","http://www.imdb.com/title/tt0404030/","404030"
"Nowhere",76,"Feature Film","Drama",82,1997,"R",5910,27,"Rotten","no","no","no","no","no","Upright","Gregg Araki","Tres Trash Temperelli","James Duval","Rachel True","Nathan Rexton","Chiara Mastroianni","http://www.rottentomatoes.com/m/nowhere/","http://www.imdb.com/title/tt0119809/","119809"
"My Favorite Year",85,"Feature Film","Comedy",92,1982,"PG",6363,100,"Fresh","no","no","no","no","no","Upright","Richard Benjamin","Peter O'Toole","Mark Linn-Baker","Jessica Harper","Joseph Bologna","Lainie Kazan","http://www.rottentomatoes.com/m/my_favorite_year/","http://www.imdb.com/title/tt0084370/","84370"
"The Forbidden Dance",78,"Feature Film","Drama",97,1990,"PG-13",1191,11,"Rotten","no","no","no","no","no","Upright","Greydon Clark","Laura Harring","Jeff James","Barbara Brighton","Sid Haig","Richard Lynch","http://www.rottentomatoes.com/m/forbidden_dance_is_lambada/","http://www.imdb.com/title/tt0099595/","99595"
"Dawn of the Dead",90,"Feature Film","Action & Adventure",127,1978,"R",77277,95,"Fresh","no","no","no","no","no","Upright","George A. Romero","David Emge","Ken Foree","Scott Reiniger","Gaylen Ross","David Crawford","http://www.rottentomatoes.com/m/1005339-dawn_of_the_dead/","http://www.imdb.com/title/tt0077402/","77402"
"Nobody's Fool",82,"Feature Film","Drama",110,1994,"R",13421,91,"Certified Fresh","no","no","yes","yes","yes","Upright","Robert Benton","Paul Newman","Jessica Tandy","Bruce Willis","Melanie Griffith","Dylan Walsh","http://www.rottentomatoes.com/m/1059487-nobodys_fool/","http://www.imdb.com/title/tt0110684/","110684"
"The Phantom Tollbooth",76,"Feature Film","Action & Adventure",90,1970,"G",1897,100,"Fresh","no","no","no","no","no",NA,"Jones Levitow","Butch  Patrick","Mel Blanc","Daws Butler","Candy Candido","Hans Conried","http://www.rottentomatoes.com/m/phantom_tollbooth/","http://www.imdb.com/title/tt0064806/","64806"
"Enemy of the State",78,"Feature Film","Mystery & Suspense",132,1998,"R",164075,71,"Fresh","no","no","yes","no","no","Upright","Tony Scott","Will Smith","Gene Hackman","Regina King","Jon Voight","Lisa Bonet","http://www.rottentomatoes.com/m/enemy_of_the_state/","http://www.imdb.com/title/tt0120660/","120660"
"Bless the Child",43,"Feature Film","Drama",107,2000,"R",11103,3,"Rotten","no","no","no","no","no","Spilled","Chuck Russell","Kim Basinger","Jimmy Smits","Holliston Coleman","Rufus Sewell","Angela Bettis","http://www.rottentomatoes.com/m/bless_the_child/","http://www.imdb.com/title/tt0163983/","163983"
"No Holds Barred",36,"Feature Film","Drama",93,1989,"PG-13",4045,11,"Rotten","no","no","no","no","no","Spilled","Thomas J. Wright","Kurt Fuller","Joan Severance","Tommy 'Tiny' Lister","Tommy ""Tiny"" Lister Jr.","Mark Pellegrino","http://www.rottentomatoes.com/m/no_holds_barred/","http://www.imdb.com/title/tt0097987/","97987"
"The Day After",68,"TV Movie","Drama",127,1983,"Unrated",9268,100,"Fresh","no","no","no","no","no","Upright","Nicholas Meyer","Jason Robards","John Cullum","JoBeth Williams","John Lithgow","Steve Guttenberg","http://www.rottentomatoes.com/m/day_after/","http://www.imdb.com/title/tt0085404/","85404"
"Goodbye Lover",42,"Feature Film","Drama",102,1998,"R",2706,29,"Rotten","no","no","no","no","no","Spilled","Dermot Mulroney","Marie-Louise Parker","Patricia Arquette","Dermot Mulroney","Ellen DeGeneres","Mary-Louise Parker","http://www.rottentomatoes.com/m/goodbye_lover/","http://www.imdb.com/title/tt0119219/","119219"
"Gremlins",77,"Feature Film","Horror",106,1984,"PG",110798,85,"Certified Fresh","no","no","no","no","no","Upright","Joe Dante","Zach Galligan","Hoyt Axton","Frances Lee McCain","Phoebe Cates","Polly Holliday","http://www.rottentomatoes.com/m/gremlins/","http://www.imdb.com/title/tt0087363/","87363"
"Children of Men",84,"Feature Film","Drama",109,2006,"R",311443,93,"Certified Fresh","no","no","no","no","no","Upright","Alfonso Cuaron","Clive Owen","Julianne Moore","Michael Caine","Chiwetel Ejiofor","Charlie Hunnam","http://www.rottentomatoes.com/m/children_of_men/","http://www.imdb.com/title/tt0206634/","206634"
"Who Am I?",67,"Feature Film","Action & Adventure",120,1998,"PG-13",23056,63,"Fresh","no","no","no","no","no","Upright","Benny Chan","Jackie Chan","Michelle Ferre","Mirai Yamamoto","Ron Smerczak","Ed Nelson","http://www.rottentomatoes.com/m/who_am_i/","http://www.imdb.com/title/tt0127357/","127357"
"I Heart Huckabees",75,"Feature Film","Drama",107,2004,"R",53068,62,"Fresh","no","no","yes","no","no","Upright","David O. Russell","Jason Schwartzman","Dustin Hoffman","Lily Tomlin","Jude Law","Mark Wahlberg","http://www.rottentomatoes.com/m/i_heart_huckabees/","http://www.imdb.com/title/tt0356721/","356721"
"The Oh in Ohio",35,"Feature Film","Comedy",88,2006,"R",5135,22,"Rotten","no","no","no","yes","no","Spilled","Billy Kent","Parker Posey","Paul Rudd","Mischa Barton","Miranda Bailey","Liza Minnelli","http://www.rottentomatoes.com/m/1159100-oh_in_ohio/","http://www.imdb.com/title/tt0422861/","422861"
"28 Up",92,"Documentary","Other",136,1984,"Unrated",1733,100,"Fresh","no","no","no","no","no","Upright","Michael Apted","Bruce Balden","Jacqueline Bassett","Symon Basterfield",NA,NA,"http://www.rottentomatoes.com/m/28_up/","http://www.imdb.com/title/tt0088650/","88650"
"The Ledge",48,"Feature Film","Mystery & Suspense",101,2011,"R",13165,14,"Rotten","no","no","no","no","no","Spilled","Matthew Chapman","Charlie Hunnam","Terrence Howard","Liv Tyler","Jacqueline Fleming","Christopher Gorham","http://www.rottentomatoes.com/m/the_ledge/","http://www.imdb.com/title/tt1535970/","1535970"
"There Was a Crooked Man...",77,"Feature Film","Other",126,1970,"R",2328,100,"Fresh","no","no","yes","no","yes","Upright","Joseph L. Mankiewicz","Kirk Douglas","Henry Fonda","Hume Cronyn","Warren Oates","Burgess Meredith","http://www.rottentomatoes.com/m/there_was_a_crooked_man/","http://www.imdb.com/title/tt0066448/","66448"
"Escape from Tomorrow",27,"Feature Film","Drama",90,2013,"Unrated",5227,56,"Rotten","no","no","no","no","no","Spilled","Randy Moore","Roy Abramsohn","Elena Schuber","Katelynn Rodriguez","Annet Mahendru","Danielle Safady","http://www.rottentomatoes.com/m/escape_from_tomorrow_2013/","http://www.imdb.com/title/tt2187884/","2187884"
"At Close Range",79,"Feature Film","Drama",111,1986,"R",9138,84,"Fresh","no","no","yes","no","no","Upright","James Foley","Sean Penn","Christopher Walken","Mary Stuart Masterson","Chris Penn","Christopher Penn","http://www.rottentomatoes.com/m/at_close_range/","http://www.imdb.com/title/tt0090670/","90670"
"Mallrats",82,"Feature Film","Comedy",94,1995,"R",87439,55,"Rotten","no","no","no","no","no","Upright","Kevin Smith","Shannen Doherty","Jeremy London","Jason Lee","Claire Forlani","Michael Rooker","http://www.rottentomatoes.com/m/mallrats/","http://www.imdb.com/title/tt0113749/","113749"
"Beer League",58,"Feature Film","Comedy",86,2006,"R",6615,27,"Rotten","no","no","no","no","no","Spilled","Frank Sebastiano","Artie Lange","Ralph Macchio","Anthony DeSando","Cara Buono","Jimmy Palumbo","http://www.rottentomatoes.com/m/beer_league/","http://www.imdb.com/title/tt0453453/","453453"
"The Hebrew Hammer",63,"Feature Film","Action & Adventure",85,2003,"R",3943,52,"Rotten","no","no","no","no","no","Upright","Jonathan Kesselman","Adam Goldberg","Andy Dick","Judy Greer","Mario Van Peebles","Peter Coyote","http://www.rottentomatoes.com/m/hebrew_hammer/","http://www.imdb.com/title/tt0317640/","317640"
"Ernest Goes to Jail",47,"Feature Film","Comedy",81,1990,"PG",6565,13,"Rotten","no","no","no","no","no","Spilled","John R. Cherry III","Jim Varney","Gailard Sartain","Bill Byrge","Barbara Tyson","Barry Scott","http://www.rottentomatoes.com/m/ernest_goes_to_jail/","http://www.imdb.com/title/tt0099512/","99512"
"Breaking and Entering",52,"Feature Film","Drama",120,2006,"R",18605,33,"Rotten","no","no","no","no","yes","Spilled","Anthony Minghella","Romi Aboulafia","Kwesi Asiedu-Mansah","Helen Baker","Boris Boscovic","Jude Law","http://www.rottentomatoes.com/m/breaking_and_entering/","http://www.imdb.com/title/tt0443456/","443456"
"Someone Like You...",58,"Feature Film","Comedy",97,2001,"PG-13",17258,43,"Rotten","no","no","no","no","no","Spilled","Tony Goldwyn","Ashley Judd","Greg Kinnear","Hugh Jackman","Marisa Tomei","Ellen Barkin","http://www.rottentomatoes.com/m/1106020-someone_like_you/","http://www.imdb.com/title/tt0244970/","244970"
"The Internship",52,"Feature Film","Drama",119,2013,"PG-13",125626,34,"Rotten","no","no","no","no","no","Spilled","Shawn Levy","Aasif Mandvi","Jessica Szohr","Owen Wilson","Vince Vaughn","Dylan O'Brien","http://www.rottentomatoes.com/m/the_internship_2013/","http://www.imdb.com/title/tt2234155/","2234155"
"Blue Car",66,"Feature Film","Drama",96,2002,"R",2893,81,"Certified Fresh","no","no","no","no","no","Upright","Karen Moncrieff","David Strathairn","Agnes Bruckner","Margaret Colin","Frances Fisher","A.J. Buckley","http://www.rottentomatoes.com/m/blue_car/","http://www.imdb.com/title/tt0290145/","290145"
"Going All the Way",23,"Feature Film","Drama",103,1997,"R",1549,71,"Fresh","no","no","no","no","no","Spilled","Mark Pellington","Jeremy Davies","Ben Affleck","Amy Locane","Rachel Weisz","Rose McGowan","http://www.rottentomatoes.com/m/going_all_the_way/","http://www.imdb.com/title/tt0119209/","119209"
"Austin Powers: The Spy Who Shagged Me",72,"Feature Film","Comedy",95,1999,"PG-13",155950,51,"Rotten","no","no","no","no","no","Upright","M. Jay Roach","Heather Graham","Seth Green","Michael York","Robert Wagner","Rob Lowe","http://www.rottentomatoes.com/m/austin_powers_the_spy_who_shagged_me/","http://www.imdb.com/title/tt0145660/","145660"
"London to Brighton",75,"Feature Film","Mystery & Suspense",85,2006,"R",6918,68,"Fresh","no","no","no","no","no","Upright","Paul Andrew Williams","Lorraine Stanley","Georgia Groome","Johnny Harris","Nathan Constance","Sam Spruell","http://www.rottentomatoes.com/m/london_to_brighton/","http://www.imdb.com/title/tt0490166/","490166"
"Psycho III",29,"Feature Film","Mystery & Suspense",93,1986,"R",7853,58,"Rotten","no","no","no","no","no","Spilled","Anthony Perkins","Diana Scarwid","Jeff Fahey","Roberta Maxwell","Hugh Gillin","Lee Garlington","http://www.rottentomatoes.com/m/psycho_3/","http://www.imdb.com/title/tt0091799/","91799"
"Lottery Ticket",44,"Feature Film","Comedy",99,2010,"PG-13",6934,34,"Rotten","no","no","no","no","no","Spilled","Erik White","Bow Wow","Brandon T. Jackson","Naturi Naughton","Loretta Devine","Keith David","http://www.rottentomatoes.com/m/10012039-lottery_ticket/","http://www.imdb.com/title/tt0979434/","979434"
"The Glass House",40,"Feature Film","Mystery & Suspense",106,2001,"PG-13",22825,21,"Rotten","no","no","no","no","no","Spilled","Daniel Sackheim","Stellan Skarsgaard","Leelee Sobieski","Diane Lane","Stellan Skarsgard","Trevor Morgan","http://www.rottentomatoes.com/m/glass_house/","http://www.imdb.com/title/tt0221218/","221218"
"Once Were Warriors",95,"Feature Film","Drama",102,1994,"R",22193,94,"Fresh","no","no","no","no","no","Upright","Lee Tamahori","Rena Owen","Temuera Morrison","Mamaengaroa Kerr-Bell","Julian ""Sonny"" Arahanga","Taungaroa Emile","http://www.rottentomatoes.com/m/once_were_warriors/","http://www.imdb.com/title/tt0110729/","110729"
"The Adjuster",74,"Feature Film","Drama",102,1991,"R",2262,73,"Fresh","no","no","no","no","no","Upright","Atom Egoyan","Elias Koteas","Arsinee Khanjian","Maury Chaykin","Gabrielle Rose","Jennifer Dale","http://www.rottentomatoes.com/m/adjuster/","http://www.imdb.com/title/tt0101273/","101273"
"Cassandra's Dream",49,"Feature Film","Drama",108,2007,"PG-13",39625,46,"Rotten","no","no","no","no","yes","Spilled","Woody Allen","Ewan McGregor","Colin Farrell","Hayley Atwell","Sally Hawkins","Tom Wilkinson","http://www.rottentomatoes.com/m/cassandras_dream/","http://www.imdb.com/title/tt0795493/","795493"
"Nothing in Common",41,"Feature Film","Drama",118,1986,"PG",4336,56,"Rotten","no","no","yes","no","no","Spilled","Garry Marshall","Jackie Gleason","Tom Hanks","Eva Marie Saint","Hector Elizondo","Barry Corbin","http://www.rottentomatoes.com/m/nothing_in_common/","http://www.imdb.com/title/tt0091653/","91653"
"Gods and Generals",64,"Feature Film","Drama",219,2003,"PG-13",12112,8,"Rotten","no","no","yes","no","no","Upright","Ronald F. Maxwell","Jeff Daniels","Stephen Lang","Robert Duvall","Mira Sorvino","Kevin Conway","http://www.rottentomatoes.com/m/gods_and_generals/","http://www.imdb.com/title/tt0279111/","279111"
"Alex & Emma",41,"Feature Film","Comedy",96,2003,"PG-13",10437,11,"Rotten","no","no","no","no","no","Spilled","Rob Reiner","Luke Wilson","Kate Hudson","Sophie Marceau","David Paymer","Rob Reiner","http://www.rottentomatoes.com/m/alex_and_emma/","http://www.imdb.com/title/tt0318283/","318283"
"Better Than Chocolate",78,"Feature Film","Other",101,1999,"R",5649,38,"Rotten","no","no","no","no","no","Upright","Anne Wheeler","Wendy Crewson","Karyn Dwyer","Christina Cox","Peter Outerbridge","Ann-Marie MacDonald","http://www.rottentomatoes.com/m/better_than_chocolate/","http://www.imdb.com/title/tt0168987/","168987"
"The Eagle",41,"Feature Film","Drama",114,2011,"PG-13",45379,39,"Rotten","no","no","no","no","no","Spilled","Kevin Macdonald","Channing Tatum","Jamie Bell","Mark Strong (II)","Tahar Rahim","Donald Sutherland","http://www.rottentomatoes.com/m/the-eagle-of-the-ninth/","http://www.imdb.com/title/tt1034389/","1034389"
"Sinbad: Legend of the Seven Seas",56,"Feature Film","Action & Adventure",86,2003,"PG",29626,46,"Rotten","no","no","no","no","no","Spilled","Patrick Gilmore (III)","Brad Pitt","Catherine Zeta-Jones","Michelle Pfeiffer","Joseph Fiennes","Dennis Haysbert","http://www.rottentomatoes.com/m/sinbad_legend_of_the_seven_seas/","http://www.imdb.com/title/tt0165982/","165982"
"Catch a Fire",71,"Feature Film","Drama",101,2006,"PG-13",9111,75,"Certified Fresh","no","no","no","no","no","Upright","Phillip Noyce","Tim Robbins","Derek Luke","Bonnie Henna","Mncedisi Shabangu","Tumisho K. Masha","http://www.rottentomatoes.com/m/catch_a_fire/","http://www.imdb.com/title/tt0437232/","437232"
"Synecdoche, New York",70,"Feature Film","Drama",124,2008,"R",42829,68,"Fresh","no","no","yes","no","no","Upright","Charlie Kaufman","Philip Seymour Hoffman","Catherine Keener","Josh Pais","Daniel London","Robert Seay","http://www.rottentomatoes.com/m/synecdoche_new_york/","http://www.imdb.com/title/tt0383028/","383028"
"Glorious 39",43,"Feature Film","Drama",129,2009,"R",3617,45,"Rotten","no","no","no","yes","no","Spilled","Stephen Poliakoff","Romola Garai","Bill Nighy","Julie Christie","David Tennant","Juno Temple","http://www.rottentomatoes.com/m/glorious_39/","http://www.imdb.com/title/tt1319694/","1319694"
"Kalifornia",65,"Feature Film","Drama",117,1993,"R",37050,67,"Fresh","no","no","no","no","no","Upright","Dominic Sena","Brad Pitt","Juliette Lewis","David Duchovny","Michelle Forbes","Sierra Pecheur","http://www.rottentomatoes.com/m/kalifornia/","http://www.imdb.com/title/tt0107302/","107302"
"Siddhartha",60,"Feature Film","Drama",89,1972,"R",780,59,"Rotten","no","no","no","no","no","Upright","Lee Guohui","Shashi Kapoor","Simi Garewal","Romesh Sharma","Ramesh Sharma","Pincho Kapoor","http://www.rottentomatoes.com/m/siddhartha/","http://www.imdb.com/title/tt0070689/","70689"
"Mom and Dad Save the World",42,"Feature Film","Other",88,1992,"PG",3134,9,"Rotten","no","no","no","no","no","Spilled","Greg Beeman","Jon Lovitz","Teri Garr","Jeffrey Jones","Eric Idle","Wallace Shawn","http://www.rottentomatoes.com/m/mom_and_dad_save_the_world/","http://www.imdb.com/title/tt0104905/","104905"
"The Iron Lady",51,"Feature Film","Other",105,2011,"PG-13",66046,51,"Rotten","no","no","no","yes","no","Spilled","Phyllida Lloyd","Meryl Streep","Jim Broadbent","Harry Lloyd","Anthony Head","Alexandra Roach","http://www.rottentomatoes.com/m/the_iron_lady/","http://www.imdb.com/title/tt1007029/","1007029"
